customer_id,churn_probability,reason_1,reason_2,reason_3
C00752,0.15672992597784638,High satisfaction score (9/10) decreased churn risk,Few promotional offers used (1) increased churn risk,On-Time payment history decreased churn risk
C00753,0.8602152136221387,Short subscription history (1 months) increased churn risk,Low daily watch time (1.1 hours) increased churn risk,On-Time payment history decreased churn risk
C00754,0.8714439348099812,Low satisfaction score (2/10) increased churn risk,Few support queries (2) decreased churn risk,Short subscription history (1 months) increased churn risk
C00755,0.06051548659966526,Long subscription history (24 months) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00756,0.9323208638311689,Few promotional offers used (0) increased churn risk,Short subscription history (1 months) increased churn risk,Frequent support queries (7) increased churn risk
C00757,0.034235352600003564,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,On-Time payment history decreased churn risk
C00758,0.09180015123741736,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00759,0.9955590805131126,Low engagement rate (1/10) increased churn risk,Frequent support queries (8) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00760,0.5703784470875375,Frequent support queries (9) increased churn risk,Many promotional offers used (4) decreased churn risk,Short subscription history (3 months) increased churn risk
C00761,0.5741425221134345,High satisfaction score (10/10) decreased churn risk,Low daily watch time (0.5 hours) increased churn risk,Low engagement rate (4/10) increased churn risk
C00762,0.986428981173762,Low satisfaction score (1/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Low daily watch time (1.1 hours) increased churn risk
C00763,0.916792796829287,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00764,0.37368818154146266,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk,On-Time payment history decreased churn risk
C00765,0.031804889485612976,High satisfaction score (9/10) decreased churn risk,Few support queries (1) decreased churn risk,Delayed payment history increased churn risk
C00766,0.690464835117032,High satisfaction score (8/10) decreased churn risk,Low daily watch time (1.0 hours) increased churn risk,Few promotional offers used (1) increased churn risk
C00767,0.9829570565118303,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (8) increased churn risk
C00768,0.9699419370238849,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Delayed payment history increased churn risk
C00769,0.6066076762717231,Low engagement rate (3/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00770,0.6671412540625936,High satisfaction score (9/10) decreased churn risk,Frequent support queries (10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00771,0.9960546848996688,Low engagement rate (1/10) increased churn risk,Frequent support queries (9) increased churn risk,Low daily watch time (1.1 hours) increased churn risk
C00772,0.15783648284900695,Few support queries (1) decreased churn risk,Short subscription history (3 months) increased churn risk,High engagement rate (7/10) decreased churn risk
C00773,0.7045461481165992,Low daily watch time (0.6 hours) increased churn risk,Many promotional offers used (4) decreased churn risk,Short subscription history (3 months) increased churn risk
C00774,0.007733272809409678,Few support queries (0) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00775,0.7750516275009355,Low satisfaction score (2/10) increased churn risk,Delayed payment history increased churn risk,High engagement rate (7/10) decreased churn risk
C00776,0.9885313539407431,Frequent support queries (9) increased churn risk,Few promotional offers used (0) increased churn risk,Short subscription history (1 months) increased churn risk
C00777,0.3917044374603165,Many promotional offers used (5) decreased churn risk,Short subscription history (1 months) increased churn risk,Support queries logged (3) decreased churn risk
C00778,0.9109364373868842,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Frequent support queries (8) increased churn risk
C00779,0.5003569798343657,Low daily watch time (0.7 hours) increased churn risk,High engagement rate (8/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00780,0.9470785995403099,Low engagement rate (2/10) increased churn risk,Frequent support queries (9) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00781,0.28217226012083657,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00782,0.8323304825694807,Low satisfaction score (2/10) increased churn risk,Frequent support queries (9) increased churn risk,Many promotional offers used (5) decreased churn risk
C00783,0.2602571751101842,Long subscription history (24 months) decreased churn risk,Frequent support queries (8) increased churn risk,High engagement rate (8/10) decreased churn risk
C00784,0.04347003509098819,High satisfaction score (10/10) decreased churn risk,High engagement rate (8/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00785,0.6707916782988763,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (4) decreased churn risk
C00786,0.3494386201371925,High engagement rate (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low satisfaction score (4/10) increased churn risk
C00787,0.8914809571813819,Low satisfaction score (3/10) increased churn risk,Delayed payment history increased churn risk,Short subscription history (6 months) increased churn risk
C00788,0.0994580099425826,High engagement rate (10/10) decreased churn risk,High daily watch time (5.0 hours) decreased churn risk,Frequent support queries (7) increased churn risk
C00789,0.26679461964182805,Low satisfaction score (1/10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk
C00790,0.10289753253318103,High satisfaction score (10/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,On-Time payment history decreased churn risk
C00791,0.9838853417130183,Frequent support queries (10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Low engagement rate (3/10) increased churn risk
C00792,0.4088508059229184,High satisfaction score (10/10) decreased churn risk,Frequent support queries (8) increased churn risk,Low daily watch time (1.5 hours) increased churn risk
C00793,0.9854838887896834,Frequent support queries (9) increased churn risk,Low engagement rate (3/10) increased churn risk,Low daily watch time (0.8 hours) increased churn risk
C00794,0.9398964269608286,Low engagement rate (1/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00795,0.11854152348691016,High engagement rate (10/10) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk
C00796,0.6970053284214662,Low engagement rate (2/10) increased churn risk,Support queries logged (3) decreased churn risk,Few promotional offers used (1) increased churn risk
C00797,0.8525627185299847,Few promotional offers used (0) increased churn risk,Frequent support queries (8) increased churn risk,Delayed payment history increased churn risk
C00798,0.8357245039999174,Low satisfaction score (1/10) increased churn risk,Frequent support queries (9) increased churn risk,Many promotional offers used (5) decreased churn risk
C00799,0.794592548236965,Short subscription history (1 months) increased churn risk,Delayed payment history increased churn risk,Daily watch time (1.7 hours) increased churn risk
C00800,0.021051185352162785,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00801,0.16722574260344047,High engagement rate (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk,High daily watch time (4.9 hours) decreased churn risk
C00802,0.28621416168911135,Low engagement rate (1/10) increased churn risk,Few support queries (2) decreased churn risk,High daily watch time (4.2 hours) decreased churn risk
C00803,0.8094206301175051,High satisfaction score (7/10) decreased churn risk,Short subscription history (1 months) increased churn risk,Low daily watch time (1.3 hours) increased churn risk
C00804,0.938088651383965,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low daily watch time (0.6 hours) increased churn risk
C00805,0.6651504242518151,Low satisfaction score (1/10) increased churn risk,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk
C00806,0.23786828062348575,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Low daily watch time (0.5 hours) increased churn risk
C00807,0.35222721660951734,Frequent support queries (10) increased churn risk,Many promotional offers used (5) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00808,0.5347902681847694,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00809,0.6484599866362744,Many promotional offers used (5) decreased churn risk,Frequent support queries (8) increased churn risk,High engagement rate (8/10) decreased churn risk
C00810,0.8947982351318019,Low engagement rate (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00811,0.4142076664828716,Many promotional offers used (5) decreased churn risk,Low satisfaction score (3/10) increased churn risk,Short subscription history (3 months) increased churn risk
C00812,0.8925446499231564,Low satisfaction score (2/10) increased churn risk,Few support queries (1) decreased churn risk,Short subscription history (3 months) increased churn risk
C00813,0.6329542422192804,High daily watch time (4.6 hours) decreased churn risk,Short subscription history (3 months) increased churn risk,Few promotional offers used (1) increased churn risk
C00814,0.30835232373293014,Low satisfaction score (2/10) increased churn risk,Few support queries (1) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00815,0.12874161277926244,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Short subscription history (3 months) increased churn risk
C00816,0.7299726896775516,Low engagement rate (1/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00817,0.2722611674356692,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00818,0.6430413871201918,Low satisfaction score (3/10) increased churn risk,High engagement rate (8/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00819,0.8000480039078178,Frequent support queries (10) increased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00820,0.8998204831100673,Low satisfaction score (3/10) increased churn risk,Frequent support queries (7) increased churn risk,Delayed payment history increased churn risk
C00821,0.050887949713638435,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00822,0.9615489735037023,Low satisfaction score (1/10) increased churn risk,Frequent support queries (10) increased churn risk,Low daily watch time (1.3 hours) increased churn risk
C00823,0.03191495602117302,High engagement rate (10/10) decreased churn risk,High daily watch time (4.9 hours) decreased churn risk,Frequent support queries (8) increased churn risk
C00824,0.9831939356806763,Frequent support queries (10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Short subscription history (3 months) increased churn risk
C00825,0.03256401885038869,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00826,0.787214057581806,Low satisfaction score (1/10) increased churn risk,Few support queries (0) decreased churn risk,Few promotional offers used (1) increased churn risk
C00827,0.8424874477389018,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Low daily watch time (0.7 hours) increased churn risk
C00828,0.9453280314761535,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00829,0.9613740575785348,Frequent support queries (10) increased churn risk,Few promotional offers used (0) increased churn risk,High daily watch time (4.8 hours) decreased churn risk
C00830,0.43873292255550445,Low satisfaction score (1/10) increased churn risk,High daily watch time (4.4 hours) decreased churn risk,Short subscription history (3 months) increased churn risk
C00831,0.5806565514917563,Few promotional offers used (0) increased churn risk,Frequent support queries (8) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00832,0.03386006310793736,Few support queries (0) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00833,0.6709753722993829,Low satisfaction score (2/10) increased churn risk,Few support queries (1) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00834,0.08298479104251848,High satisfaction score (8/10) decreased churn risk,High daily watch time (5.0 hours) decreased churn risk,Frequent support queries (8) increased churn risk
C00835,0.6335828665572587,Many promotional offers used (5) decreased churn risk,Short subscription history (1 months) increased churn risk,Low engagement rate (4/10) increased churn risk
C00836,0.6822128735538254,Low engagement rate (1/10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00837,0.2574053200732659,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00838,0.37664004749769325,Low engagement rate (1/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Support queries logged (3) decreased churn risk
C00839,0.14274693881357936,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Many promotional offers used (4) decreased churn risk
C00840,0.9291133264586108,Frequent support queries (10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00841,0.251065116861593,Many promotional offers used (5) decreased churn risk,Low satisfaction score (3/10) increased churn risk,High daily watch time (4.4 hours) decreased churn risk
C00842,0.7363227385629436,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Frequent support queries (9) increased churn risk
C00843,0.2756349682511232,Long subscription history (24 months) decreased churn risk,Low daily watch time (1.2 hours) increased churn risk,Few promotional offers used (1) increased churn risk
C00844,0.2601004766216273,Many promotional offers used (5) decreased churn risk,Low daily watch time (0.9 hours) increased churn risk,High engagement rate (8/10) decreased churn risk
C00845,0.023437955109135312,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Daily watch time (1.6 hours) increased churn risk
C00846,0.018416533373543764,Few support queries (0) decreased churn risk,High engagement rate (8/10) decreased churn risk,On-Time payment history decreased churn risk
C00847,0.954029986022598,Low satisfaction score (2/10) increased churn risk,Few support queries (1) decreased churn risk,Few promotional offers used (0) increased churn risk
C00848,0.4465915880188871,High satisfaction score (10/10) decreased churn risk,Low daily watch time (0.8 hours) increased churn risk,Short subscription history (3 months) increased churn risk
C00849,0.9062566226371742,Low engagement rate (1/10) increased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00850,0.07254061832201036,Many promotional offers used (5) decreased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00851,0.9872149910400161,Low satisfaction score (1/10) increased churn risk,Short subscription history (1 months) increased churn risk,Low engagement rate (4/10) increased churn risk
C00852,0.022230127503725012,High engagement rate (10/10) decreased churn risk,High satisfaction score (7/10) decreased churn risk,High daily watch time (4.4 hours) decreased churn risk
C00853,0.1775353168519846,High satisfaction score (10/10) decreased churn risk,Low daily watch time (1.2 hours) increased churn risk,On-Time payment history decreased churn risk
C00854,0.16021029791939856,High satisfaction score (9/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk
C00855,0.9909938013330014,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00856,0.6346750561096873,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk,Delayed payment history increased churn risk
C00857,0.12107591547737878,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00858,0.9090333762058063,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00859,0.9497617886523176,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Short subscription history (3 months) increased churn risk
C00860,0.18666914781217192,High satisfaction score (7/10) decreased churn risk,Few promotional offers used (1) increased churn risk,On-Time payment history decreased churn risk
C00861,0.9692497095341467,Frequent support queries (10) increased churn risk,Few promotional offers used (0) increased churn risk,High engagement rate (8/10) decreased churn risk
C00862,0.6036643502586382,Low satisfaction score (2/10) increased churn risk,High engagement rate (8/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00863,0.17250218933107703,High engagement rate (9/10) decreased churn risk,Short subscription history (1 months) increased churn risk,On-Time payment history decreased churn risk
C00864,0.026534471485282776,High satisfaction score (10/10) decreased churn risk,High engagement rate (8/10) decreased churn risk,Frequent support queries (7) increased churn risk
C00865,0.46043475899786795,Many promotional offers used (5) decreased churn risk,Frequent support queries (8) increased churn risk,Delayed payment history increased churn risk
C00866,0.29684596505575367,Few support queries (1) decreased churn risk,Low satisfaction score (3/10) increased churn risk,High engagement rate (8/10) decreased churn risk
C00867,0.6314469088635085,High satisfaction score (10/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Frequent support queries (10) increased churn risk
C00868,0.29384087708952433,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk
C00869,0.90066358511347,Low satisfaction score (2/10) increased churn risk,Low daily watch time (0.8 hours) increased churn risk,Delayed payment history increased churn risk
C00870,0.3799596462025619,Many promotional offers used (5) decreased churn risk,Frequent support queries (8) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00871,0.5023776627558945,High satisfaction score (9/10) decreased churn risk,Short subscription history (3 months) increased churn risk,Few promotional offers used (1) increased churn risk
C00872,0.9626564403163472,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,Delayed payment history increased churn risk
C00873,0.38914748932265036,Low satisfaction score (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00874,0.1037143461494402,High satisfaction score (9/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00875,0.6708708794068302,Low satisfaction score (1/10) increased churn risk,High engagement rate (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00876,0.8300576659523964,Low satisfaction score (2/10) increased churn risk,Low engagement rate (3/10) increased churn risk,Short subscription history (1 months) increased churn risk
C00877,0.3034278404435478,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk,High daily watch time (3.9 hours) decreased churn risk
C00878,0.49596583449011755,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (1) increased churn risk
C00879,0.6187979500683846,Low engagement rate (2/10) increased churn risk,On-Time payment history decreased churn risk,Satisfaction score (6/10) decreased churn risk
C00880,0.8262204906733762,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Frequent support queries (8) increased churn risk
C00881,0.29684206787403816,High satisfaction score (9/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Few support queries (1) decreased churn risk
C00882,0.5594773347126252,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Many promotional offers used (4) decreased churn risk
C00883,0.3305476772127969,High engagement rate (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,High daily watch time (4.8 hours) decreased churn risk
C00884,0.0924806354707948,High engagement rate (10/10) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Delayed payment history increased churn risk
C00885,0.8479350995666324,Frequent support queries (9) increased churn risk,Low daily watch time (0.5 hours) increased churn risk,Low engagement rate (4/10) increased churn risk
C00886,0.832387876858626,Frequent support queries (10) increased churn risk,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk
C00887,0.2078795332125259,Low engagement rate (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High satisfaction score (7/10) decreased churn risk
C00888,0.061323222922557104,High engagement rate (10/10) decreased churn risk,High daily watch time (4.1 hours) decreased churn risk,Frequent support queries (7) increased churn risk
C00889,0.16628754483947097,High satisfaction score (9/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00890,0.06682584329977907,High daily watch time (4.6 hours) decreased churn risk,Many promotional offers used (4) decreased churn risk,Support queries logged (3) decreased churn risk
C00891,0.7885324776451551,Few promotional offers used (0) increased churn risk,Delayed payment history increased churn risk,Low satisfaction score (4/10) increased churn risk
C00892,0.0896000240545226,High satisfaction score (10/10) decreased churn risk,High daily watch time (4.8 hours) decreased churn risk,Frequent support queries (8) increased churn risk
C00893,0.9173241691741523,Low daily watch time (0.8 hours) increased churn risk,Low engagement rate (4/10) increased churn risk,Few promotional offers used (1) increased churn risk
C00894,0.39126590777067927,Long subscription history (24 months) decreased churn risk,Low daily watch time (1.0 hours) increased churn risk,Support queries logged (3) decreased churn risk
C00895,0.0066265560431756606,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00896,0.4987410824347185,High satisfaction score (9/10) decreased churn risk,Frequent support queries (10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00897,0.7389341078471098,Frequent support queries (10) increased churn risk,High engagement rate (8/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00898,0.4014874279001468,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00899,0.3884021453479935,Frequent support queries (10) increased churn risk,High engagement rate (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00900,0.6541547292766023,Low engagement rate (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Few support queries (2) decreased churn risk
C00901,0.570075609896388,High satisfaction score (9/10) decreased churn risk,Low daily watch time (0.6 hours) increased churn risk,Short subscription history (1 months) increased churn risk
C00902,0.012307135390361722,High satisfaction score (10/10) decreased churn risk,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00903,0.010749750184656827,High satisfaction score (10/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00904,0.783226494454145,Low engagement rate (2/10) increased churn risk,Frequent support queries (9) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00905,0.050736710965350235,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk
C00906,0.1973646122517313,Few support queries (0) decreased churn risk,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk
C00907,0.33601436276078034,Low engagement rate (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk,High daily watch time (4.8 hours) decreased churn risk
C00908,0.03146615905530846,High satisfaction score (10/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Few support queries (0) decreased churn risk
C00909,0.13480634899272406,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk,Few support queries (2) decreased churn risk
C00910,0.13450777711753922,High engagement rate (8/10) decreased churn risk,High daily watch time (4.4 hours) decreased churn risk,Support queries logged (3) decreased churn risk
C00911,0.6540127657015772,High satisfaction score (9/10) decreased churn risk,Frequent support queries (10) increased churn risk,Low engagement rate (3/10) increased churn risk
C00912,0.23841609300009584,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk
C00913,0.9206281316051104,Long subscription history (24 months) decreased churn risk,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk
C00914,0.3156803366359387,High satisfaction score (9/10) decreased churn risk,Frequent support queries (9) increased churn risk,High engagement rate (9/10) decreased churn risk
C00915,0.16092360095251085,High satisfaction score (8/10) decreased churn risk,Support queries logged (3) decreased churn risk,Delayed payment history increased churn risk
C00916,0.7413629760240829,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk
C00917,0.18654574814639116,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00918,0.5148544486166654,Few promotional offers used (0) increased churn risk,Low engagement rate (3/10) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00919,0.5020909813740518,Long subscription history (24 months) decreased churn risk,Few promotional offers used (1) increased churn risk,Delayed payment history increased churn risk
C00920,0.8042057651594502,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (2) decreased churn risk
C00921,0.8666661294732197,Low satisfaction score (1/10) increased churn risk,Low engagement rate (1/10) increased churn risk,Few support queries (2) decreased churn risk
C00922,0.2687292699231323,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Few promotional offers used (0) increased churn risk
C00923,0.04562483015275166,High satisfaction score (9/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Low daily watch time (1.0 hours) increased churn risk
C00924,0.24267773406426252,Low satisfaction score (1/10) increased churn risk,Few support queries (1) decreased churn risk,High engagement rate (9/10) decreased churn risk
C00925,0.9547013241896272,Low engagement rate (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Few support queries (2) decreased churn risk
C00926,0.016739827402898925,High engagement rate (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk
C00927,0.7118589831741136,Low satisfaction score (1/10) increased churn risk,Few support queries (0) decreased churn risk,Few promotional offers used (0) increased churn risk
C00928,0.6954781202251457,High satisfaction score (8/10) decreased churn risk,Low engagement rate (3/10) increased churn risk,Few promotional offers used (1) increased churn risk
C00929,0.021409209208561226,High engagement rate (10/10) decreased churn risk,High satisfaction score (8/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00930,0.6677376995009593,High engagement rate (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk
C00931,0.8380491559089545,Low engagement rate (2/10) increased churn risk,Frequent support queries (8) increased churn risk,Short subscription history (1 months) increased churn risk
C00932,0.12960282420253916,Few support queries (0) decreased churn risk,High engagement rate (9/10) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00933,0.944733888251031,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk
C00934,0.5316943768734878,Low engagement rate (1/10) increased churn risk,High satisfaction score (7/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00935,0.8586491133012835,Low engagement rate (1/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Frequent support queries (9) increased churn risk
C00936,0.9715536244263905,Low satisfaction score (2/10) increased churn risk,Frequent support queries (9) increased churn risk,Few promotional offers used (1) increased churn risk
C00937,0.6632127126967493,Frequent support queries (9) increased churn risk,Many promotional offers used (5) decreased churn risk,Low daily watch time (1.2 hours) increased churn risk
C00938,0.9890242670279165,Frequent support queries (10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Low engagement rate (3/10) increased churn risk
C00939,0.02285963721362217,High satisfaction score (9/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk
C00940,0.40594376420656364,Low engagement rate (2/10) increased churn risk,Short subscription history (3 months) increased churn risk,Support queries logged (3) decreased churn risk
C00941,0.2695967396582608,Frequent support queries (9) increased churn risk,Many promotional offers used (5) decreased churn risk,High engagement rate (7/10) decreased churn risk
C00942,0.19518894724448846,High engagement rate (9/10) decreased churn risk,Frequent support queries (8) increased churn risk,High daily watch time (4.7 hours) decreased churn risk
C00943,0.3135961181984925,Few support queries (2) decreased churn risk,High engagement rate (8/10) decreased churn risk,Few promotional offers used (1) increased churn risk
C00944,0.6742624174515819,High satisfaction score (10/10) decreased churn risk,Frequent support queries (9) increased churn risk,Short subscription history (1 months) increased churn risk
C00945,0.9600880083413657,Low satisfaction score (1/10) increased churn risk,Few promotional offers used (0) increased churn risk,Low daily watch time (1.4 hours) increased churn risk
C00946,0.40863247158639,Many promotional offers used (5) decreased churn risk,Short subscription history (3 months) increased churn risk,Delayed payment history increased churn risk
C00947,0.36035179636070974,Long subscription history (24 months) decreased churn risk,Low engagement rate (3/10) increased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00948,0.9324011044622934,Frequent support queries (9) increased churn risk,Short subscription history (1 months) increased churn risk,Low daily watch time (1.3 hours) increased churn risk
C00949,0.01973817349826674,High satisfaction score (9/10) decreased churn risk,High engagement rate (10/10) decreased churn risk,Few support queries (1) decreased churn risk
C00950,0.28453479682682603,Few promotional offers used (0) increased churn risk,Support queries logged (3) decreased churn risk,On-Time payment history decreased churn risk
C00951,0.27228585064155375,High engagement rate (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,High daily watch time (4.3 hours) decreased churn risk
C00952,0.33371788286840715,High satisfaction score (10/10) decreased churn risk,Low daily watch time (0.6 hours) increased churn risk,Short subscription history (3 months) increased churn risk
C00953,0.11678344900457065,High satisfaction score (8/10) decreased churn risk,Few promotional offers used (0) increased churn risk,High daily watch time (4.9 hours) decreased churn risk
